"title","budget","age","mpaa"
"One Eyed King",6500000,15,"R"
"One Hell of a Christmas",400000,14,"R"
"One Hour Photo",12000000,14,"R"
"One Night Stand",24000000,19,"R"
"One True Thing",30000000,18,"R"
"Onegin",14000000,17,"R"
"Open Range",26000000,13,"R"
"Open Water",130000,13,"R"
"Orange County",18000000,14,"PG-13"
"Order, The",38000000,13,"R"
"Original Gangstas",4800000,20,"R"
"Original Kings of Comedy, The",3000000,16,"R"
"Original Sin",26000000,15,"R"
"Osama",46000,13,"PG-13"
"Osmosis Jones",75000000,15,"PG"
"Othello",11000000,21,"R"
"Other Side of Heaven, The",7000000,15,"PG"
"Others, The",17000000,15,"PG-13"
"Otra conquista, La",3500000,18,"R"
"Out Cold",11000000,15,"PG-13"
"Out for a Kill",20000000,13,"R"
"Out of Reach",20000000,12,"R"
"Out-of-Sync",1500000,21,"R"
"Out-of-Towners, The",40000000,17,"PG-13"
"Outbreak",50000000,21,"R"
"Outside Providence",7000000,17,"R"
"Outsiders, The",10000000,33,"PG-13"
"Overnight Delivery",12000000,18,"PG-13"
"Owning Mahowny",10000000,13,"R"
"P.S. Your Cat Is Dead",2000000,14,"R"
"Pacifier, The",56000000,11,"PG"
"Packing Suburbia, A",40000,17,"R"
"Paint Your Wagon",20000000,47,"PG-13"
"Pandaemonium",15000000,16,"PG-13"
"Panic",1000000,16,"R"
"Panic Room",48000000,14,"R"
"Paparazzi",20000000,12,"PG-13"
"Party Monster",5000000,13,"R"
"Passion of the Christ, The",30000000,12,"R"
"Pat Garrett and Billy the Kid",4638783,43,"R"
"Patch Adams",50000000,18,"PG-13"
"Patriot, The",110000000,16,"R"
"Pavilion of Women",5000000,15,"R"
"Pay It Forward",40000000,16,"PG-13"
"Payback",50000000,17,"R"
"Paycheck",60000000,13,"PG-13"
"Peacekeeper, The",10000000,19,"R"
"Peacemaker, The",50000000,19,"R"
"Pearl Harbor",135250000,15,"R"
"Pecker",6000000,18,"R"
"Pep Squad",500000,18,"R"
"Perez Family, The",11000000,21,"R"
"Perfect Storm, The",120000000,16,"PG-13"
"Perfect Target",3500000,19,"R"
"Pest, The",17000000,19,"PG-13"
"Peter Pan",100000000,13,"PG"
"Phantasm IV: Oblivion",650000,18,"R"
"Phantom of the Opera, The",60000000,12,"PG-13"
"Phantom, The",45000000,20,"PG"
"Phenomenon",32000000,20,"PG"
"Phone Booth",10000000,14,"R"
"Pi",60000,18,"R"
"Pianist, The",35000000,14,"R"
"Picture Perfect",19000000,19,"PG-13"
"Pieces of April",300000,13,"PG-13"
"Pirates of the Caribbean: The Curse of the Black Pearl",125000000,13,"PG-13"
"Pitch Black",23000000,16,"R"
"Planet of the Apes",100000000,15,"PG-13"
"Play It to the Bone",24000000,17,"R"
"Playing by Heart",14000000,18,"R"
"Pleasantville",40000000,18,"PG-13"
"Pledge, The",45000000,15,"R"
"Point Men, The",6100000,15,"R"
"Pollock",6000000,16,"R"
"Poolhall Junkies",4000000,14,"R"
"Pootie Tang",3000000,15,"PG-13"
"Possums",1400000,18,"PG"
"Postino, Il",3000000,22,"PG"
"Powerpuff Girls, The",10000000,14,"PG"
"Practical Magic",60000000,18,"PG-13"
"Price of Glory",10000000,16,"PG-13"
"Primal Fear",30000000,20,"R"
"Primary Colors",65000000,18,"R"
"Primer",7000,12,"PG-13"
"Prince of Egypt, The",60000000,18,"PG"
"Private Parts",20000000,19,"R"
"Progeny",2500000,18,"R"
"Proof of Life",65000000,16,"R"
"Prophecy, The",8000000,21,"R"
"Proximity",6000000,15,"R"
"Prozac Nation",9000000,15,"R"
"Psycho",20000000,18,"R"
"Pulp Fiction",8000000,22,"R"
"Punch-Drunk Love",25000000,14,"R"
"Punisher, The",33000000,12,"R"
"Pushing Tin",33000000,17,"R"
"Queen of the Damned",35000000,14,"R"
"Queen's Messenger II",4000000,15,"R"
"Quiet American, The",30000000,14,"R"
"R.M., The",500000,13,"PG"
"Rabbit-Proof Fence",6000000,14,"PG"
"Rachel's Attic",83000,14,"R"
"Radio",35000000,13,"PG"
"Rage: Carrie 2, The",21000000,17,"R"
"Rainbow Thief, The",10000000,26,"R"
"Rainmaker, The",40000000,19,"PG-13"
"Raise Your Voice",15000000,12,"PG"
"Raising Victor Vargas",800000,14,"R"
"Raising the Stakes",100000,17,"R"
"Rancid Aluminium",12000000,16,"R"
"Random Hearts",64000000,17,"R"
"Ransom",80000000,20,"R"
"Rare Birds",5000000,15,"R"
"Rat Race",48000000,15,"PG-13"
"Ravenous",12000000,17,"R"
"Real Cancun, The",8000000,13,"R"
"Real Women Have Curves",3000000,14,"PG-13"
"Rebel Without a Cause",1500000,61,"PG-13"
"Red Baron, The",900000,45,"PG-13"
"Red Dragon",90000000,14,"R"
"Red Planet",75000000,16,"PG-13"
"Reign of Fire",95000000,14,"PG-13"
"Reindeer Games",36000000,16,"R"
"Relic, The",40000000,19,"R"
"Remember the Titans",30000000,16,"PG"
"Replacement Killers, The",30000000,18,"R"
"Replacements, The",50000000,16,"PG-13"
"Repli-Kate",4000000,14,"R"
"Requiem for a Dream",4500000,16,"R"
"Reservoir Dogs",1200000,24,"R"
"Resident Evil",35000000,14,"R"
"Resident Evil: Apocalypse",50000000,12,"R"
"Restoration",18000000,21,"R"
"Resurrection Man",4000000,18,"R"
"Return of Dracula, The",125000,58,"PG"
"Return to Me",24000000,16,"PG"
"Revelation",5000000,17,"PG-13"
"Riders",15000000,14,"R"
"Riding in Cars with Boys",48000000,15,"PG-13"
"Riding the Bullet",5000000,12,"R"
"Ring, The",45000000,14,"PG-13"
"Ripley's Game",30000000,14,"R"
"Road Trip",15600000,16,"R"
"Road to El Dorado, The",95000000,16,"PG"
"Road to Perdition",80000000,14,"R"
"Rob Roy",28000000,21,"R"
"Robots",75000000,11,"PG"
"Rock 'n' Roll Frankenstein",250000,17,"R"
"Rock Star",38000000,15,"R"
"Rock, The",75000000,20,"R"
"Rollerball",70000000,14,"R"
"Romeo + Juliet",14500000,20,"PG-13"
"Romeo Must Die",25000000,16,"R"
"Ronin",55000000,18,"R"
"Room, The",6000000,13,"R"
"Rosewood",31000000,19,"R"
"Rounders",12000000,18,"R"
"Route 666",2300000,15,"R"
"Royal Tenenbaums, The",21000000,15,"R"
"Rugrats Go Wild!",25000000,13,"PG"
"Rules of Attraction, The",4000000,14,"R"
"Rules of Engagement",60000000,16,"R"
"Rumpelstiltskin",3000000,20,"R"
"Runaway Bride",70000000,17,"PG"
"Runaway Jury",60000000,13,"PG-13"
"Rundown, The",85000000,13,"PG-13"
"Rush Hour",35000000,18,"PG-13"
"Rush Hour 2",90000000,15,"PG-13"
"Rushmore",10000000,18,"R"
"Ryan's Daughter",15000000,46,"R"
"S.W.A.T.",80000000,13,"PG-13"
"Sabrina",58000000,21,"PG"
"Safe Men",1000000,18,"R"
"Sahara",130000000,11,"PG-13"
"Saint, The",70000000,19,"PG-13"
"Saints and Soldiers",780000,13,"PG-13"
"Salton Sea, The",18000000,14,"R"
"Samsara",3000000,15,"R"
"Sand Pebbles, The",12000000,50,"PG-13"
"Sangre eterna",25000,14,"R"
"Santa sangre",787000,27,"R"
"Saturn",350000,17,"R"
"Savage",5000000,21,"R"
"Save the Last Dance",13000000,15,"PG-13"
"Saved!",5000000,12,"PG-13"
"Saving Private Ryan",70000000,18,"R"
"Saving Silverman",22000000,15,"R"
"Savior",10000000,18,"R"
"Saw",1200000,12,"R"
"Say It Isn't So",25000000,15,"R"
"Scarlet Letter, The",50000000,21,"R"
"Scary Movie",19000000,16,"R"
"Scary Movie 2",45000000,15,"R"
"Scary Movie 3",45000000,13,"PG-13"
"Schindler's List",25000000,23,"R"
"School of Rock, The",20000000,13,"PG-13"
"Scooby-Doo",84000000,14,"PG"
"Score, The",68000000,15,"R"
"Scorpion King, The",60000000,14,"PG-13"
"Scream",15000000,20,"R"
"Scream 2",24000000,19,"R"
"Scream 3",40000000,16,"R"
"Screamers",11000000,21,"R"
"Screwed",10000000,16,"PG-13"
"Se7en",30000000,21,"R"
"Sea Ghost",1500000,12,"R"
"Seabiscuit",86000000,13,"PG-13"
"Search and Destroy",4000000,21,"R"
"Searching for Debra Winger",600000,14,"R"
"Secondhand Lions",30000000,13,"PG"
"Secret Kingdom, The",800000,18,"PG"
"Secret Window",40000000,12,"PG-13"
"Secrets & Lies",4500000,20,"R"
"See Spot Run",16000000,15,"PG"
"Seed of Chucky",12000000,12,"R"
"Selena",20000000,19,"PG"
"Sense and Sensibility",16500000,21,"PG"
"Serendipity",28000000,15,"PG-13"
"Serial Mom",13000000,22,"R"
"Serpent's Kiss, The",13000000,19,"R"
"Serpent's Lair",4000000,21,"R"
"Serving Sara",29000000,14,"PG-13"
"Session 9",1500000,15,"R"
"Set It Off",9000000,20,"R"
"Seven Years in Tibet",70000000,19,"PG-13"
"Sgt. Bilko",39000000,20,"PG"
"Shade",6800000,13,"R"
"Shadow Conspiracy",45000000,19,"R"
"Shaft",46000000,16,"R"
"Shakes the Clown",1400000,24,"R"
"Shakespeare in Love",25000000,18,"R"
"Shall We Dance",40000000,12,"PG-13"
"Shallow Grave",2500000,22,"R"
"Shallow Hal",40000000,15,"PG-13"
"Shanghai Knights",50000000,13,"PG-13"
"Shanghai Noon",55000000,16,"PG-13"
"Shape of Things, The",4000000,13,"R"
"Shark Tale",75000000,12,"PG"
"Shattered Glass",6000000,13,"PG-13"
"Shaun of the Dead",4000000,12,"R"
"Shawshank Redemption, The",25000000,22,"R"
"She's All That",10000000,17,"PG-13"
"She's So Lovely",18000000,19,"R"
"She's the One",3500000,20,"R"
"Shelter Island",5000000,13,"R"
"Shine",5500000,20,"PG-13"
"Shipping News, The",35000000,15,"R"
"Shooting Fish",3000000,19,"PG"
"Shopping for Fangs",100000,19,"R"
"Shot at Glory, A",9000000,16,"R"
"Showtime",85000000,14,"PG-13"
"Shrek",60000000,15,"PG"
"Shrek 2",75000000,12,"PG"
"Shrink Is In, The",6000000,15,"R"
"Shutter",15000,15,"R"
"Sidewalks of New York",1000000,15,"R"
"Sideways",16000000,12,"R"
"Siege, The",70000000,18,"R"
"Signs",72000000,14,"PG-13"
"Silent Trigger",15000000,20,"R"
"Simon Birch",20000000,18,"PG"
"Simple Plan, A",17000000,18,"R"
"Simple Wish, A",28000000,19,"PG"
"Simply Irresistible",6000000,17,"PG-13"
"Sin City",45500000,11,"R"
"Sinbad: Legend of the Seven Seas",60000000,13,"PG"
"Singing Detective, The",10000000,13,"R"
"Singles Ward, The",500000,14,"PG"
"Siunin Wong Fei-hung tsi titmalau",2000000,23,"PG-13"
"Six-String Samurai",2000000,18,"PG-13"
"Sixth Sense, The",55000000,17,"PG-13"
"Skeletons in the Closet",1500000,16,"R"
"Skin Deep",400000,13,"R"
"Skulls, The",15000000,16,"PG-13"
"Sky Captain and the World of Tomorrow",40000000,12,"PG"
"Slackers",11000000,14,"R"
"Slam",1000000,18,"R"
"Slap Her... She's French",10000000,14,"PG-13"
"Slashers",165000,15,"R"
"Slaughter Rule, The",500000,14,"R"
"Sleepers",44000000,20,"R"
"Sleeping Dictionary, The",12000000,13,"R"
"Sleepover",10000000,12,"PG"
"Sleepy Hollow",65000000,17,"R"
"Slums of Beverly Hills",5000000,18,"R"
"Small Soldiers",40000000,18,"PG-13"
"Small Time Crooks",18000000,16,"PG"
"Smile Like Yours, A",18000000,19,"R"
"Smilla's Sense of Snow",35000000,19,"R"
"Smoke",7000000,21,"R"
"Smoke Signals",2000000,18,"PG-13"
"Snake Eyes",73000000,18,"R"
"Snatch.",10000000,16,"R"
"Snitch",11000000,18,"R"
"Snow Day",13000000,16,"PG"
"Snow Dogs",35000000,14,"PG"
"Snow Falling on Cedars",36000000,17,"PG-13"
"Soho Square",7000,16,"R"
"Sol Goode",3000000,15,"R"
"Solaris",47000000,14,"PG-13"
"Soldier",75000000,18,"R"
"Solitaire for 2",1500000,21,"R"
"Someone Like You...",23000000,15,"PG-13"
"Sometimes They Come Back... Again",3000000,20,"R"
"Sometimes They Come Back... for More",2000000,17,"R"
"Son of the Mask",74000000,11,"PG"
"Songcatcher",1800000,16,"PG-13"
"Sons of Provo",200000,12,"PG"
"Sorority Boys",12000000,14,"R"
"Soul Assassin",7000000,15,"R"
"Soul Food",7500000,19,"R"
"Soul Plane",16000000,12,"R"
"Soul Survivors",14000000,15,"R"
"South Park: Bigger Longer & Uncut",21000000,17,"R"
"Space Jam",80000000,20,"PG"
"Space Truckers",25000000,20,"PG-13"
"Spanglish",80000000,12,"PG-13"
"Spanish Judges",3500000,17,"R"
"Spawn",40000000,19,"PG-13"
"Species",35000000,21,"R"
"Speed",28000000,22,"R"
"Speed 2: Cruise Control",110000000,19,"PG-13"
"Speedway Junky",1000000,17,"R"
"Sphere",80000000,18,"PG-13"
"Spice World",25000000,19,"PG"
"Spider",8000000,14,"R"
"Spider-Man",139000000,14,"PG-13"
"Spider-Man 2",200000000,12,"PG-13"
"Spiders",2000000,16,"R"
"SpongeBob SquarePants Movie, The",30000000,12,"PG"
"Spring Forward",2000000,17,"R"
"Spun",2800000,14,"R"
"Spy Game",92000000,15,"R"
"Spy Hard",18000000,20,"PG-13"
"Spy Kids 2: Island of Lost Dreams",39000000,14,"PG"
"Spy Kids 3-D: Game Over",39000000,13,"PG"
"Stand-In, The",400000,17,"PG"
"Star Kid",12000000,19,"PG"
"Star Trek: First Contact",45000000,20,"PG-13"
"Star Trek: Insurrection",58000000,18,"PG"
"Star Trek: Nemesis",70000000,14,"PG-13"
"Star Trek: The Motion Picture",35000000,37,"PG"
"Star Trek: The Wrath of Khan",11000000,34,"PG"
"Star Wars",11000000,39,"PG"
"Star Wars: Episode I - The Phantom Menace",115000000,17,"PG"
"Star Wars: Episode II - Attack of the Clones",120000000,14,"PG"
"Star Wars: Episode V - The Empire Strikes Back",18000000,36,"PG"
"Star Wars: Episode VI - Return of the Jedi",32500000,33,"PG"
"Stark Raving Mad",5000000,14,"R"
"Starkweather",1000000,12,"R"
"Starship Troopers",95000000,19,"R"
"Starsky & Hutch",60000000,12,"PG-13"
"Statement, The",23000000,13,"R"
"Stateside",16000000,12,"R"
"Station Agent, The",500000,13,"R"
"Steal Big Steal Little",35000000,21,"PG-13"
"Stealing Harvard",25000000,14,"PG-13"
"Steamboy",20000000,12,"PG-13"
"Steel",16000000,19,"PG-13"
"Stepford Wives, The",90000000,12,"PG-13"
"Stepmom",50000000,18,"PG-13"
"Stigmata",32000000,17,"R"
"Stir of Echoes",13000000,17,"R"
"Stolen Summer",1500000,14,"PG"
"Story of Us, The",50000000,17,"R"
"Strange Days",42000000,21,"R"
"Strangeland",2000000,18,"R"
"Strangers on a Train",1200000,65,"PG"
"Stripes",10000000,35,"R"
"Striptease",50000000,20,"R"
"Stuart Little",103000000,17,"PG"
"Stuart Little 2",120000000,14,"PG"
"Sugar & Spice",11000000,15,"PG-13"
"Sugar Town",250000,17,"R"
"Suicide Kings",5000000,19,"R"
"Sum of All Fears, The",68000000,14,"PG-13"
"Summer Catch",17000000,15,"PG-13"
"Summer of Sam",22000000,17,"R"
"Sunshine State",5600000,14,"PG-13"
"Super Size Me",300000,12,"PG-13"
"Super Troopers",3000000,15,"R"
"Superman",55000000,38,"PG"
"Superstar",14000000,17,"PG-13"
"Surviving Picasso",16000000,20,"R"
"Suspect Zero",27000000,12,"R"
"Sweepers",12500000,17,"R"
"Sweet Home Alabama",38000000,14,"PG-13"
"Sweet November",40000000,15,"PG-13"
"Sweetest Thing, The",43000000,14,"R"
"Swept Away",10000000,14,"R"
"Swimfan",8500000,14,"PG-13"
"Swimming with Sharks",700000,22,"R"
"Swingers",200000,20,"R"
"Swiri",5000000,17,"R"
"Switchback",38000000,19,"R"
"Swordfish",80000000,15,"R"
"THX 1138",777000,45,"R"
"Tadpole",150000,14,"PG-13"
"Taegukgi hwinalrimyeo",12800000,12,"R"
"Tailor of Panama, The",18000000,15,"R"
"Tale of the Mummy",8000000,18,"R"
"Talented Mr. Ripley, The",40000000,17,"R"
"Tales from the Hood",6000000,21,"R"
"Tank Girl",25000000,21,"R"
"Targets",130000,48,"R"
"Tart",3300000,15,"R"
"Tarzan and the Lost City",20000000,18,"PG"
"Taxman, The",1000000,17,"R"
"Tea with Mussolini",12000000,17,"PG"
"Teacher's Pet",10000000,12,"PG"
"Teaching Mrs. Tingle",13000000,17,"PG-13"
"Team America: World Police",30000000,12,"R"
"Tears of the Sun",70000000,13,"R"
"Ted Bundy",1200000,14,"R"
"Terminal, The",60000000,12,"PG-13"
"Terminator 2: Judgment Day",100000000,25,"R"
"Terminator 3: Rise of the Machines",175000000,13,"R"
"Terror Tract",11000000,16,"R"
"Texas Chainsaw Massacre, The",9200000,13,"R"
"Texas Rangers",38000000,15,"PG-13"
"Theodore Rex",33000000,21,"PG"
"There Goes My Baby",10500000,22,"R"
"There's Something About Mary",23000000,18,"R"
"They",17000000,14,"PG-13"
"Thin Line Between Love and Hate, A",8000000,20,"R"
"Thin Red Line, The",52000000,18,"R"
"Things to Do in Denver When You're Dead",8000000,21,"R"
"Thir13en Ghosts",20000000,15,"R"
"Thirteen",1500000,13,"R"
"Thirteen Conversations About One Thing",3000000,15,"R"
"Thirteen Days",80000000,16,"PG-13"
"Thirteenth Floor, The",16000000,17,"R"
"Thomas Crown Affair, The",48000000,17,"R"
"Three Kings",48000000,17,"R"
"Three to Tango",20000000,17,"PG-13"
"Thunderbirds",57000000,12,"PG"
"Time Changer",825000,14,"PG"
"Time Machine, The",80000000,14,"PG-13"
"Time to Kill, A",40000000,20,"R"
"Timecode",4000000,16,"R"
"Timeline",80000000,13,"PG-13"
"Tin Cup",45000000,20,"R"
"Titan A.E.",75000000,16,"PG"
"Titanic",200000000,19,"PG-13"
"Tomcats",11000000,15,"R"
"Tomorrow Never Dies",110000000,19,"PG-13"
"Torque",40000000,12,"PG-13"
"Touch, The",20000000,14,"PG-13"
"Town & Country",90000000,15,"R"
"Traffic",48000000,16,"R"
"Training Day",45000000,15,"R"
"Trainspotting",3500000,20,"R"
"Trance",4000000,18,"R"
"Trapped",30000000,14,"R"
"Treasure Planet",140000000,14,"PG"
"Trees Lounge",1300000,20,"R"
"Trekkies",375000,19,"PG"
"Trigger Effect, The",8000000,20,"R"
"Triggermen",12000000,14,"R"
"Triplettes de Belleville, Les",8000000,13,"PG-13"
"Triumph of Love, The",5000000,15,"PG-13"
"Trois",200000,16,"R"
"Trois 3: The Escort",1000000,12,"R"
"Tromeo and Juliet",350000,20,"R"
"Troy",185000000,12,"R"
"Truman Show, The",60000000,18,"PG"
"Tuck Everlasting",15000000,14,"PG"
"Tumbleweeds",312000,17,"PG-13"
"Tuxedo, The",60000000,14,"PG-13"
"Twelve Monkeys",29000000,21,"R"
"Twin Falls Idaho",500000,17,"R"
"Twin Peaks: Fire Walk with Me",10000000,24,"R"
"Twist",350000,13,"R"
"Twister",92000000,20,"PG-13"
"Two Can Play That Game",6000000,15,"R"
"Two Weeks Notice",60000000,14,"PG-13"
"U Turn",19000000,19,"R"
"U-571",62000000,16,"PG-13"
"U.S. Marshals",60000000,18,"PG-13"
"Unbreakable",75000000,16,"PG-13"
"Uncle Sam",2000000,19,"R"
"Under Siege 2: Dark Territory",60000000,21,"R"
"Under Suspicion",25000000,16,"R"
"Under the Tuscan Sun",18000000,13,"PG-13"
"Undercover Brother",25000000,14,"PG-13"
"Undisputed",20000000,14,"R"
"Unfaithful",50000000,14,"R"
"Unforgettable",18000000,20,"R"
"Unmade Beds",1000000,19,"R"
"Unsaid, The",22000000,15,"R"
"Unstoppable",15000000,12,"R"
"Untold, The",3000000,14,"R"
"Up Close & Personal",60000000,20,"PG-13"
"Upside of Anger, The",13200000,11,"R"
"Urban Ghost Story",300000,18,"R"
"Urban Legend",14000000,18,"R"
"Urban Legends: Final Cut",15000000,16,"R"
"Urbania",225000,16,"R"
"Usual Suspects, The",6000000,21,"R"
"Utomlyonnye solntsem",2800000,22,"R"
"Valentine",10000000,15,"R"
"Vampire in Brooklyn",14000000,21,"R"
"Vampires",20000000,18,"R"
"Van Helsing",160000000,12,"PG-13"
"Van Wilder",6000000,14,"R"
"Vanilla Sky",68000000,15,"R"
"Vanity Fair",23000000,12,"PG-13"
"Varsity Blues",16000000,17,"R"
"Vatel",36000000,16,"PG-13"
"Vault, The",100000,11,"PG-13"
"Velocity of Gary, The",4000000,18,"R"
"Veronica Guerin",17000000,13,"R"
"Vertical Limit",75000000,16,"PG-13"
"Very Bad Things",10000000,18,"R"
"Very Brady Sequel, A",15000000,20,"PG-13"
"Village of the Damned",7000000,21,"R"
"Village, The",60000000,12,"PG-13"
"Violon rouge, Le",10000000,18,"R"
"Virgin Suicides, The",6000000,17,"R"
"Virtuosity",30000000,21,"R"
"Volcano",90000000,19,"PG-13"
"Vor",2000000,19,"R"
"Wag the Dog",15000000,19,"R"
"Waiting for Guffman",4000000,20,"R"
"Waiting to Exhale",15000000,21,"R"
"Waking Ned",3000000,18,"PG"
"Walk in the Clouds, A",20000000,21,"PG-13"
"Walk on the Moon, A",14000000,17,"R"
"Walk to Remember, A",11000000,14,"PG"
"Walking Across Egypt",4500000,17,"PG-13"
"Walking Tall",56000000,12,"PG-13"
"Walking and Talking",1000000,20,"R"
"War and Peace",6000000,60,"PG"
"Warriors of Virtue",35000000,19,"PG"
"Watcher, The",33000000,16,"R"
"Waterboy, The",23000000,18,"PG-13"
"Waterworld",175000000,21,"PG-13"
"Way of the Gun, The",9000000,16,"R"
"Way of the Vampire",1000000,11,"R"
"We Don't Live Here Anymore",3000000,12,"R"
"We Were Soldiers",75000000,14,"R"
"Wedding Date, The",15000000,11,"PG-13"
"Wedding Party, The",43000,47,"R"
"Wedding Planner, The",35000000,15,"PG-13"
"Weight of Water, The",16000000,16,"R"
"Welcome to Collinwood",12000000,14,"R"
"Welcome to Mooseport",26000000,12,"PG-13"
"Welcome to Sarajevo",9000000,19,"R"
"Welcome to the Dollhouse",800000,21,"R"
"Werewolf",350000,20,"R"
"What Dreams May Come",85000000,18,"PG-13"
"What Lies Beneath",90000000,16,"PG-13"
"What Planet Are You From?",50000000,16,"R"
"What Women Want",65000000,16,"PG-13"
"What a Girl Wants",20000000,13,"PG"
"What's the Worst That Could Happen?",45000000,15,"PG-13"
"Whatever It Takes",15000000,16,"PG-13"
"When Zachary Beaver Came to Town",3000000,13,"PG"
"Where the Heart Is",15000000,16,"PG-13"
"Where the Money Is",18000000,16,"PG-13"
"Where's Marlowe?",3500000,18,"R"
"While You Were Sleeping",17000000,21,"PG"
"Whipped",3000000,16,"R"
"White Oleander",16000000,14,"PG-13"
"White Squall",38000000,20,"PG-13"
"Whole Ten Yards, The",40000000,12,"PG-13"
"Whole Wide World, The",1300000,20,"PG"
"Wicked Spring",500000,14,"PG-13"
"Wicker Park",30000000,12,"PG-13"
"Wide Awake",7000000,18,"PG"
"Wild Angels, The",360000,50,"R"
"Wild Ride, The",30000,56,"PG-13"
"Wild Things",20000000,18,"R"
"Wild Thornberrys Movie, The",35000000,14,"PG"
"Wild Wild West",170000000,17,"PG-13"
"Wild in the Streets",1000000,48,"R"
"Wilde",10000000,19,"R"
"Willard",22000000,13,"PG-13"
"Wimbledon",31000000,12,"PG-13"
"Win a Date with Tad Hamilton!",24000000,12,"PG-13"
"Wind River",5500000,18,"PG-13"
"Windtalkers",115000000,14,"R"
"Wing Commander",30000000,17,"PG-13"
"Wisegirls",11000000,14,"R"
"Wishcraft",5000000,14,"R"
"Wishmaster",5000000,19,"R"
"Witchboard III: The Possession",2000000,21,"R"
"Without Limits",25000000,18,"PG-13"
"Without a Paddle",19000000,12,"PG-13"
"Wo hu cang long",15000000,16,"PG-13"
"Woman on Top",8000000,16,"R"
"Wonder Boys",35000000,16,"R"
"Woo",13000000,18,"R"
"Wood, The",6000000,17,"R"
"Work and the Glory, The",7500000,12,"PG"
"World Is Not Enough, The",135000000,17,"PG-13"
"World Traveler",2000000,15,"R"
"X Files, The",66000000,18,"PG-13"
"X-Men",75000000,16,"PG-13"
"X2",110000000,13,"PG-13"
"Yards, The",20000000,16,"R"
"Ying xiong",30000000,14,"PG-13"
"Yo puta",6000000,12,"R"
"You Can Count on Me",1200000,16,"R"
"You Got Served",8000000,12,"PG-13"
"You've Got Mail",65000000,18,"PG"
"Your Friends & Neighbors",5000000,18,"R"
"Zero Effect",5000000,18,"R"
"Zoolander",28000000,15,"PG-13"
"xXx",85000000,14,"PG-13"
"xXx: State of the Union",87000000,11,"PG-13"
